field_of_study,gpa,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,tech_total,soft_total,tech_soft_ratio,ds_score,da_score,da_score_v2,ba_score,mle_score,de_score,se_score,ce_score,is_data_engineer,is_data_analyst,is_software_dev,is_cloud_expert,is_heavy_ml,is_data_expert,dev_vs_data,ml_vs_dev,analytics_no_infra,infra_no_analytics,da_vs_ds
Cybersecurity,3.42,1,0,0,1,1,1,0,0,0,0,0,3,2,3,4,2,4,14,0.26666666666666666,5,7,10,10,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Cybersecurity,2.35,1,0,0,1,0,0,1,1,0,1,1,3,1,5,4,4,6,17,0.3333333333333333,2,5,7,10,3,10,3,7,1,0,0,1,0,0,-1,0,-1,3,0
Data Science,3.02,0,1,0,1,0,1,0,0,1,0,0,4,2,5,1,5,4,17,0.2222222222222222,2,8,11,16,0,3,5,0,0,1,0,0,0,1,0,-2,2,-1,1
Computer Science,3.51,1,0,0,1,0,1,0,0,1,0,0,4,4,4,3,1,4,16,0.23529411764705882,3,8,12,16,1,4,4,0,0,1,0,0,0,1,-1,-1,2,-1,1
AI,3.0,0,0,1,1,1,0,0,0,0,1,1,1,3,3,3,2,5,12,0.38461538461538464,3,3,4,6,3,6,2,3,0,0,0,0,0,0,0,1,0,2,-1
Data Science,3.43,0,1,1,0,0,1,0,1,0,1,0,2,4,4,3,5,5,18,0.2631578947368421,1,4,6,12,1,3,4,3,0,0,0,0,0,0,1,-1,0,0,1
Software Engineering,3.18,0,1,1,1,1,0,0,1,1,1,0,5,1,3,4,5,7,18,0.3684210526315789,3,7,8,12,3,5,6,3,0,0,1,0,0,0,2,-1,0,1,-1
Data Science,2.77,1,1,0,0,0,1,0,1,0,0,0,1,2,2,5,3,4,13,0.2857142857142857,2,3,7,6,1,2,4,1,0,0,0,0,0,0,0,-1,1,-1,1
Software Engineering,2.71,0,1,0,0,0,0,1,0,0,1,1,3,3,1,5,1,4,13,0.2857142857142857,0,3,4,9,2,7,4,6,0,0,1,1,0,0,1,-1,-2,3,0
Data Science,3.92,0,1,0,1,1,1,1,0,0,1,1,1,2,4,2,5,7,14,0.4666666666666667,4,5,5,7,4,7,2,4,1,0,0,1,0,1,-1,0,0,2,0
AI,3.85,1,1,0,1,0,0,0,1,0,0,0,4,4,4,1,3,4,16,0.23529411764705882,2,6,10,15,1,5,5,2,0,0,1,0,0,0,0,-1,1,0,0
Data Science,2.81,1,0,1,0,0,0,1,1,0,0,0,5,2,2,3,3,4,15,0.25,1,5,8,13,2,5,4,4,0,0,0,0,0,0,1,0,-1,1,0
Computer Science,2.83,1,0,1,1,0,1,0,0,0,1,0,5,3,1,3,1,5,13,0.35714285714285715,3,9,12,13,2,6,3,2,0,1,0,0,0,1,-1,0,1,0,1
Software Engineering,3.73,0,0,1,1,0,0,0,0,1,0,1,1,3,2,5,2,4,13,0.2857142857142857,1,3,6,7,0,5,5,2,0,0,1,0,0,0,1,-1,1,1,0
Software Engineering,3.53,0,1,1,1,0,0,1,0,0,1,1,4,1,3,3,4,6,15,0.375,1,6,7,11,2,9,5,6,1,0,1,1,0,0,1,-1,-1,3,0
Cybersecurity,2.75,1,0,1,1,0,1,0,0,0,0,0,2,5,3,5,3,4,18,0.21052631578947367,3,6,10,12,1,4,3,0,0,1,0,0,0,1,-1,0,2,-1,1
Data Science,3.29,0,0,1,1,0,1,1,0,1,1,1,2,2,4,3,5,7,16,0.4117647058823529,2,6,7,10,2,8,4,5,1,1,0,1,0,1,0,-1,0,2,1
Computer Science,3.96,1,0,1,1,0,1,0,0,0,1,1,4,1,4,1,4,6,14,0.4,3,8,11,12,2,7,3,3,0,1,0,0,0,1,-1,0,1,1,1
Software Engineering,2.6,1,1,0,1,0,0,1,1,1,1,0,4,5,3,5,3,7,20,0.3333333333333333,2,6,8,14,3,9,7,6,1,0,1,1,0,0,1,-2,-1,2,0
Cybersecurity,3.16,0,1,1,0,1,1,1,1,0,0,0,2,1,3,2,5,6,13,0.42857142857142855,3,4,5,8,3,2,3,2,0,0,0,0,0,0,1,0,0,0,0
AI,3.74,1,0,0,1,1,1,0,0,0,0,0,2,2,4,2,4,4,14,0.26666666666666666,5,6,9,9,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Computer Science,3.13,0,1,0,0,0,0,1,0,0,0,1,1,1,3,3,3,3,11,0.25,0,1,3,6,1,5,4,4,0,0,1,0,0,0,1,-1,-1,2,0
Software Engineering,3.2,1,0,0,1,0,0,1,0,0,0,1,4,3,5,2,4,4,18,0.21052631578947367,2,6,9,15,2,8,3,4,0,0,0,0,0,0,-1,0,0,2,0
Data Science,2.54,1,1,1,0,1,1,1,1,1,1,1,5,2,4,1,4,10,16,0.5882352941176471,4,7,8,14,5,6,6,5,0,0,0,1,1,0,2,-1,-1,2,0
AI,3.66,1,0,1,1,1,1,0,0,0,0,1,2,3,5,2,3,6,15,0.375,5,6,9,11,3,4,2,0,0,0,0,0,1,1,-1,1,2,0,0
Software Engineering,3.23,1,1,0,1,0,0,1,1,0,1,1,5,3,5,4,2,7,19,0.35,2,7,9,16,3,10,5,7,1,0,1,1,0,0,0,-1,-1,3,0
Computer Science,2.72,1,0,0,0,0,0,1,0,0,1,1,3,2,3,5,5,4,18,0.21052631578947367,1,3,5,9,3,8,3,6,0,0,0,1,0,0,0,0,-2,3,0
AI,2.74,1,1,1,1,0,1,1,0,0,0,1,4,5,5,5,3,7,22,0.30434782608695654,3,8,11,18,2,7,5,3,0,1,0,0,0,1,0,-1,1,1,1
Computer Science,3.24,0,1,0,1,0,0,0,0,0,0,1,3,5,2,4,5,3,19,0.15,1,5,8,13,0,5,4,2,0,0,1,0,0,0,0,-1,1,1,0
Computer Science,3.23,1,0,0,0,1,0,1,0,1,0,1,4,3,5,3,3,5,18,0.2631578947368421,3,4,6,14,4,5,4,3,0,0,1,0,1,0,1,0,-1,2,-1
Data Science,3.89,0,1,1,1,0,1,0,1,0,1,1,2,2,1,5,4,7,14,0.4666666666666667,2,6,8,7,1,6,4,4,0,1,0,0,0,1,0,-1,1,1,1
AI,3.65,1,1,1,0,1,0,0,1,0,0,1,2,5,2,1,2,6,12,0.46153846153846156,3,2,5,9,3,3,5,2,0,0,1,0,1,0,2,0,0,1,-1
Data Science,2.86,1,0,1,1,1,1,1,0,0,1,1,3,3,5,3,5,8,19,0.4,5,7,8,12,5,8,2,4,1,0,0,1,1,1,-1,1,0,2,0
Computer Science,3.55,1,0,0,1,0,1,1,0,0,0,0,3,3,5,3,3,4,17,0.2222222222222222,3,7,10,14,2,6,2,2,0,1,0,0,0,1,-2,0,1,0,1
Software Engineering,2.92,0,0,1,1,1,0,0,0,1,1,0,5,3,2,4,2,5,16,0.29411764705882354,3,7,8,13,3,5,4,2,0,0,1,0,0,0,1,0,0,1,-1
Computer Science,3.98,0,0,1,0,1,0,1,1,1,1,1,1,5,1,4,3,7,14,0.4666666666666667,2,1,1,6,4,6,4,6,0,0,1,1,0,0,2,0,-2,3,-1
AI,3.3,1,0,0,1,1,1,1,0,1,1,1,1,2,1,4,2,8,10,0.7272727272727273,5,5,6,3,5,8,3,4,1,0,0,1,1,1,-1,0,0,2,0
AI,3.7,1,1,0,1,1,1,1,0,0,1,0,4,3,4,5,3,7,19,0.35,5,8,9,13,5,7,3,3,1,0,0,1,1,1,-1,0,0,1,0
AI,3.63,0,1,1,1,1,0,0,1,0,0,0,5,4,5,3,1,5,18,0.2631578947368421,3,7,9,18,2,3,4,1,0,0,1,0,0,0,1,0,1,0,-1
Computer Science,3.69,1,0,1,0,1,0,1,1,1,0,0,4,5,2,2,5,6,18,0.3157894736842105,3,4,6,13,4,4,5,3,0,0,1,0,1,0,2,0,-1,1,-1
Data Science,3.59,1,0,1,1,1,1,0,1,1,0,1,3,3,5,4,1,8,16,0.47058823529411764,5,7,10,13,3,4,4,1,0,0,0,0,1,1,0,0,2,0,0
Computer Science,3.18,1,0,0,0,1,0,1,1,0,1,1,2,5,4,3,5,6,19,0.3,3,2,3,10,5,7,2,6,0,0,0,1,1,0,0,1,-2,3,-1
Computer Science,3.55,0,1,0,0,0,1,0,1,0,1,0,3,1,4,2,3,4,13,0.2857142857142857,1,5,7,11,1,3,3,3,0,0,0,0,0,0,0,-1,0,0,1
Cybersecurity,3.68,0,1,1,0,1,1,0,1,1,1,1,3,2,4,5,5,8,19,0.4,3,5,6,11,3,3,5,3,0,0,0,0,0,0,2,-1,0,1,0
Data Science,2.92,0,1,1,1,1,0,1,1,1,1,0,1,5,5,1,3,8,15,0.5,3,3,3,10,4,7,6,5,1,0,1,1,0,0,2,-1,-1,2,-1
Data Science,3.32,1,1,1,0,1,0,0,0,1,0,0,4,3,3,4,1,5,15,0.3125,3,4,7,12,3,2,7,0,0,0,1,0,1,0,3,-1,0,0,-1
Software Engineering,2.21,1,0,1,1,1,1,1,0,0,1,1,2,3,3,3,4,8,15,0.5,5,6,7,8,5,8,2,4,1,0,0,1,1,1,-1,1,0,2,0
Computer Science,3.22,1,0,1,1,0,1,0,0,0,0,0,3,3,3,4,3,4,16,0.23529411764705882,3,7,11,12,1,4,3,0,0,1,0,0,0,1,-1,0,2,-1,1
AI,2.6,1,1,1,0,0,0,0,1,1,1,0,5,1,4,4,1,6,15,0.375,1,5,8,13,2,5,8,4,0,0,1,0,0,0,3,-2,-1,1,0
Data Science,2.67,0,1,1,1,0,0,1,1,1,0,1,5,4,3,2,5,7,19,0.35,1,7,9,17,1,7,7,5,0,0,1,0,0,0,2,-2,0,2,0
Computer Science,3.22,1,1,1,1,0,0,1,0,1,0,1,4,3,5,4,4,7,20,0.3333333333333333,2,6,9,15,2,8,8,4,0,0,1,0,0,0,2,-2,0,2,0
Data Science,2.75,1,1,0,1,0,1,0,1,0,0,0,4,4,2,2,2,5,14,0.3333333333333333,3,8,12,14,1,4,4,1,0,1,0,0,0,1,-1,-1,2,-1,1
Computer Science,3.22,1,0,0,1,1,1,1,0,0,1,1,1,3,5,3,5,7,17,0.3888888888888889,5,5,6,8,5,8,1,4,1,0,0,1,1,1,-2,1,0,2,0
Software Engineering,2.82,1,1,0,1,1,0,0,0,1,0,1,1,4,2,2,5,6,14,0.4,4,3,6,6,3,5,6,1,0,0,1,0,1,0,1,-1,1,1,-1
Cybersecurity,2.86,1,1,0,1,0,1,1,0,0,1,0,3,1,4,1,5,6,14,0.4,3,7,9,10,3,8,4,4,1,1,0,1,0,1,-1,-1,0,1,1
Software Engineering,3.65,0,1,0,0,1,0,1,1,1,0,1,1,4,4,5,3,6,17,0.3333333333333333,2,1,2,9,3,4,5,4,0,0,1,0,0,0,2,-1,-1,2,-1
Data Science,2.88,1,1,1,1,1,0,0,1,1,1,0,4,3,2,4,5,8,18,0.42105263157894735,4,6,8,10,4,6,7,3,0,0,1,0,1,0,2,-1,0,1,-1
Software Engineering,2.99,1,0,0,1,0,1,0,0,1,0,0,4,3,5,2,4,4,18,0.21052631578947367,3,8,12,16,1,4,4,0,0,1,0,0,0,1,-1,-1,2,-1,1
AI,3.25,1,0,1,0,1,1,1,0,1,0,0,3,1,3,3,5,6,15,0.375,4,5,7,9,4,3,4,1,0,0,0,0,1,0,1,0,0,0,0
Data Science,3.21,1,0,0,1,1,0,0,0,0,0,0,5,2,4,5,3,3,19,0.15,4,7,10,14,3,4,2,0,0,0,0,0,1,0,-1,1,1,0,-1
Data Science,3.08,1,0,1,1,0,0,1,1,1,0,1,2,1,4,5,5,7,17,0.3888888888888889,2,4,7,8,2,8,6,5,0,0,1,0,0,0,1,-1,0,2,0
AI,4.0,1,0,1,1,1,1,1,1,0,1,0,1,1,5,5,4,8,16,0.47058823529411764,5,5,6,6,5,7,2,4,1,0,0,1,1,1,-1,1,0,1,0
Software Engineering,3.74,0,0,1,1,0,0,0,0,1,1,0,2,3,1,4,3,4,13,0.2857142857142857,1,4,6,7,1,6,5,3,0,0,1,0,0,0,1,-1,0,1,0
Data Science,3.93,1,0,0,0,1,0,1,1,0,1,1,3,1,3,3,5,6,15,0.375,3,3,4,7,5,7,2,6,0,0,0,1,1,0,0,1,-2,3,-1
Computer Science,3.98,1,1,1,0,1,0,1,0,1,1,0,2,2,3,4,4,7,15,0.4375,3,2,3,6,5,6,7,4,0,0,1,1,1,0,3,-1,-2,2,-1
AI,3.04,1,1,0,0,0,1,1,1,1,1,0,5,2,2,3,1,7,13,0.5,2,7,9,13,3,6,6,5,0,0,0,1,0,0,1,-2,-1,1,1
Cybersecurity,3.66,0,0,0,1,1,0,1,1,0,1,0,3,3,5,3,2,5,16,0.29411764705882354,3,5,5,12,4,7,1,5,1,0,0,1,0,0,-1,1,-1,2,-1
Data Science,3.69,1,0,1,0,1,1,1,0,1,1,0,4,3,5,4,3,7,19,0.35,4,6,7,14,5,5,4,3,0,0,0,1,1,0,1,0,-1,1,0
Computer Science,3.46,1,0,1,1,0,1,1,0,1,1,0,1,3,1,1,5,7,11,0.5833333333333334,3,5,7,5,3,8,5,4,1,1,0,1,0,1,0,-1,0,1,1
Computer Science,3.52,1,1,1,1,0,0,1,1,0,1,1,4,2,5,2,4,8,17,0.4444444444444444,2,6,8,13,3,10,6,7,1,0,1,1,0,0,1,-1,-1,3,0
Data Science,2.53,0,1,0,0,0,1,1,1,1,1,0,2,2,4,3,4,6,15,0.375,1,4,5,10,2,5,5,5,0,0,0,1,0,0,1,-2,-1,1,1
AI,3.97,0,0,0,0,0,1,1,0,1,0,0,1,2,2,3,5,3,13,0.21428571428571427,1,3,5,7,1,3,3,2,0,0,0,0,0,0,0,-1,0,0,1
Data Science,3.44,1,1,1,1,1,1,1,0,0,1,0,1,2,3,1,4,8,11,0.6666666666666666,5,5,6,5,5,7,4,3,1,0,0,1,1,1,0,0,0,1,0
Cybersecurity,3.1,1,0,0,1,0,1,0,0,0,0,0,5,2,5,5,4,3,21,0.13636363636363635,3,9,13,17,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
AI,3.83,0,0,1,1,0,0,1,1,1,1,0,1,5,5,2,5,6,18,0.3157894736842105,1,3,4,11,2,8,5,6,1,0,1,1,0,0,1,-1,-1,2,0
Software Engineering,3.78,0,1,1,1,1,0,0,0,0,1,1,2,2,2,2,5,6,13,0.42857142857142855,3,4,5,6,3,6,4,3,0,0,1,0,0,0,1,0,0,2,-1
Cybersecurity,3.15,0,0,1,0,1,1,1,1,1,1,0,1,2,1,4,1,7,9,0.7,3,3,3,4,4,4,3,4,0,0,0,1,0,0,1,0,-1,1,0
Computer Science,3.5,0,0,0,1,0,1,0,0,0,0,0,4,3,2,4,4,2,17,0.1111111111111111,2,8,11,14,0,3,1,0,0,1,0,0,0,1,-2,0,2,-1,1
Software Engineering,2.64,1,0,0,1,0,0,1,1,1,1,1,3,4,5,3,3,7,18,0.3684210526315789,2,5,7,13,3,10,5,7,1,0,1,1,0,0,0,-1,-1,3,0
Computer Science,2.7,1,0,1,0,0,0,1,1,1,1,0,1,5,2,4,2,6,14,0.4,1,1,3,7,3,7,6,6,0,0,1,1,0,0,2,-1,-2,2,0
Computer Science,2.82,0,1,1,1,0,1,1,0,0,1,0,1,1,5,2,2,6,11,0.5,2,5,6,8,2,7,4,4,1,1,0,1,0,1,0,-1,0,1,1
Computer Science,2.7,1,1,0,1,1,1,1,0,0,0,1,5,1,5,5,1,7,17,0.3888888888888889,5,9,11,15,4,6,3,2,0,0,0,0,1,1,-1,0,1,1,0
Computer Science,3.6,1,0,0,1,1,1,0,0,0,0,0,3,3,5,3,3,4,17,0.2222222222222222,5,7,10,13,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
AI,2.66,0,0,1,1,1,0,1,0,0,1,0,2,2,1,4,5,5,14,0.3333333333333333,3,4,4,5,4,7,2,4,1,0,0,1,0,0,0,1,-1,2,-1
Software Engineering,3.08,1,0,1,1,0,1,0,1,0,1,0,2,2,3,3,5,6,15,0.375,3,6,9,8,2,6,3,3,0,1,0,0,0,1,-1,0,1,0,1
Software Engineering,3.34,0,1,0,1,1,1,1,1,0,0,0,3,2,5,3,2,6,15,0.375,4,7,8,13,3,4,2,2,0,0,0,0,0,1,-1,0,1,0,0
Cybersecurity,3.19,1,0,1,0,0,1,1,0,0,0,0,2,3,4,2,3,4,14,0.26666666666666666,2,4,7,11,2,4,3,2,0,0,0,0,0,0,0,0,0,0,1
Software Engineering,2.94,0,0,1,1,1,1,0,0,1,1,1,4,2,4,4,1,7,15,0.4375,4,8,9,13,3,5,3,2,0,0,0,0,0,1,0,0,1,1,0
Data Science,3.19,1,0,1,0,1,0,0,0,0,1,0,2,3,1,1,5,4,12,0.3076923076923077,3,2,4,5,4,4,3,2,0,0,0,0,1,0,1,1,-1,1,-1
AI,2.96,1,1,1,0,0,0,0,1,0,1,1,3,2,5,4,4,6,18,0.3157894736842105,1,3,6,11,2,6,6,5,0,0,1,0,0,0,2,-1,-1,2,0
Data Science,2.71,0,0,1,0,0,0,0,0,1,0,1,3,5,3,2,2,3,15,0.1875,0,3,6,14,0,3,5,2,0,0,1,0,0,0,2,-1,0,1,0
AI,3.88,1,0,1,0,1,1,0,0,0,0,1,1,5,2,4,5,5,17,0.2777777777777778,4,3,6,8,3,2,2,0,0,0,0,0,1,0,0,1,1,0,0
Data Science,3.86,1,0,0,1,1,1,0,0,0,1,0,3,3,5,3,2,5,16,0.29411764705882354,5,7,9,12,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Software Engineering,3.07,0,1,0,1,1,0,0,0,1,1,1,1,3,2,5,3,6,14,0.4,3,3,4,5,3,6,5,3,0,0,1,0,0,0,1,-1,0,2,-1
Computer Science,2.64,1,1,1,1,1,1,0,1,1,1,1,5,2,3,5,3,10,18,0.5263157894736842,5,9,11,13,4,6,6,3,0,0,0,0,1,1,1,-1,1,1,0
Data Science,2.8,0,0,0,0,1,0,1,0,0,1,0,5,3,5,4,2,3,19,0.15,2,5,5,16,4,5,1,4,0,0,0,1,0,0,0,1,-2,2,-1
Software Engineering,3.54,1,1,0,0,1,0,1,1,0,0,0,5,3,2,1,1,5,12,0.38461538461538464,3,5,7,13,4,4,4,3,0,0,1,0,1,0,1,0,-1,1,-1
Computer Science,3.81,0,0,0,1,0,1,0,0,0,0,0,3,2,5,5,1,2,16,0.11764705882352941,2,7,10,14,0,3,1,0,0,1,0,0,0,1,-2,0,2,-1,1
Cybersecurity,3.1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,2,5,6,10,0.5454545454545454,3,3,4,4,3,3,4,2,0,0,0,0,0,0,1,-1,0,1,0
Data Science,3.38,0,1,1,1,0,0,0,1,0,1,0,2,3,3,5,2,5,15,0.3125,1,4,6,9,1,6,5,4,0,0,1,0,0,0,1,-1,0,1,0
AI,3.86,1,1,1,0,1,0,1,0,1,0,1,1,3,5,5,1,7,15,0.4375,3,1,3,8,4,5,7,3,0,0,1,0,1,0,3,-1,-1,2,-1
Computer Science,2.99,1,0,1,1,1,1,0,1,0,1,1,1,4,2,1,2,8,10,0.7272727272727273,5,5,7,6,4,6,2,3,0,0,0,0,1,1,-1,1,1,1,0
Computer Science,3.25,1,0,1,1,0,1,1,1,0,1,1,4,4,1,5,1,8,15,0.5,3,8,10,12,3,9,3,6,1,1,0,1,0,1,-1,0,0,2,1
Computer Science,3.72,0,0,1,0,1,0,1,1,1,1,1,2,5,3,5,2,7,17,0.3888888888888889,2,2,2,10,4,6,4,6,0,0,1,1,0,0,2,0,-2,3,-1
Computer Science,2.91,1,0,1,1,1,0,0,1,0,0,0,2,4,4,3,1,5,14,0.3333333333333333,4,4,7,10,3,4,3,1,0,0,0,0,1,0,0,1,1,0,-1
Software Engineering,3.47,1,0,1,0,1,1,0,0,1,0,0,4,4,1,3,2,5,14,0.3333333333333333,4,6,9,12,3,1,4,-1,0,0,0,0,1,0,1,0,1,-1,0
Data Science,3.06,1,0,1,0,1,1,0,0,1,1,0,2,2,5,1,4,6,14,0.4,4,4,6,9,4,3,4,1,0,0,0,0,1,0,1,0,0,0,0
Software Engineering,3.59,1,0,1,1,1,1,0,1,0,1,1,1,3,1,3,3,8,11,0.6666666666666666,5,5,7,4,4,6,2,3,0,0,0,0,1,1,-1,1,1,1,0
AI,4.0,1,1,0,1,0,1,1,0,0,0,1,2,3,5,3,3,6,16,0.35294117647058826,3,6,9,12,2,7,4,3,0,1,0,0,0,1,-1,-1,1,1,1
AI,2.53,0,1,1,1,0,1,1,0,0,1,0,3,3,3,3,5,6,17,0.3333333333333333,2,7,8,12,2,7,4,4,1,1,0,1,0,1,0,-1,0,1,1
AI,3.77,1,1,1,0,1,1,0,1,0,0,0,4,5,4,4,2,6,19,0.3,4,6,9,16,3,1,4,0,0,0,0,0,1,0,1,0,1,-1,0
Computer Science,3.12,0,0,1,0,0,1,0,0,1,1,1,3,2,1,1,3,5,10,0.45454545454545453,1,5,7,9,1,4,4,3,0,0,0,0,0,0,1,-1,0,1,1
Data Science,3.67,1,0,0,1,0,1,0,0,0,0,0,4,2,3,5,5,3,19,0.15,3,8,12,13,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
Data Science,3.53,1,0,0,0,1,1,0,0,0,1,0,2,1,5,2,4,4,14,0.26666666666666666,4,4,6,8,4,3,1,1,0,0,0,0,1,0,-1,1,0,0,0
Data Science,2.6,1,1,0,1,1,0,0,0,0,1,0,2,4,2,5,2,5,15,0.3125,4,4,6,7,4,6,4,2,0,0,1,0,1,0,0,0,0,1,-1
Software Engineering,3.19,0,0,1,1,0,0,0,0,1,0,0,5,4,1,5,5,3,20,0.14285714285714285,1,7,10,15,0,4,5,1,0,0,1,0,0,0,1,-1,1,0,0
Data Science,2.57,1,1,1,0,0,1,0,0,1,0,1,1,3,3,4,1,6,12,0.46153846153846156,2,3,7,8,1,3,7,1,0,0,0,0,0,0,2,-2,1,0,1
AI,3.49,1,1,1,1,1,1,0,1,1,0,0,2,3,1,1,2,8,9,0.8,5,6,9,7,3,3,6,0,0,0,0,0,1,1,1,-1,2,-1,0
Computer Science,4.0,0,1,0,0,0,0,1,1,1,1,0,3,4,2,1,3,5,13,0.35714285714285715,0,3,4,11,2,6,6,6,0,0,1,1,0,0,2,-2,-2,2,0
Data Science,3.89,0,0,0,1,1,1,0,0,1,0,1,5,4,5,3,2,5,19,0.25,4,9,11,19,2,3,2,0,0,0,0,0,0,1,-1,0,2,0,0
AI,2.55,0,0,0,0,1,0,1,0,0,1,0,4,1,5,5,1,3,16,0.17647058823529413,2,4,4,12,4,5,1,4,0,0,0,1,0,0,0,1,-2,2,-1
AI,3.98,0,1,0,1,1,1,1,0,0,0,0,5,4,3,5,1,5,18,0.2631578947368421,4,9,10,17,3,4,2,1,0,0,0,0,0,1,-1,0,1,0,0
AI,3.79,1,0,0,1,1,1,0,1,1,0,1,2,4,5,3,4,7,18,0.3684210526315789,5,6,9,12,3,4,3,1,0,0,0,0,1,1,-1,0,2,0,0
Cybersecurity,2.7,1,0,0,1,1,1,0,0,0,0,0,4,2,1,3,2,4,12,0.3076923076923077,5,8,11,10,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Software Engineering,2.91,0,0,1,1,0,1,0,0,0,1,0,3,1,2,4,3,4,13,0.2857142857142857,2,7,9,9,1,5,2,2,0,1,0,0,0,1,-1,0,1,0,1
Data Science,3.21,1,0,0,0,1,1,1,1,1,0,1,2,2,3,4,3,7,14,0.4666666666666667,4,4,6,8,4,4,3,3,0,0,0,0,1,0,0,0,0,1,0
Computer Science,2.53,0,0,0,0,0,0,1,1,0,1,0,2,1,4,3,3,3,13,0.21428571428571427,0,2,3,8,2,6,2,6,0,0,0,1,0,0,0,0,-2,2,0
Cybersecurity,2.8,1,0,1,0,0,1,0,1,0,0,1,5,5,1,2,3,5,16,0.29411764705882354,2,7,11,16,1,3,3,2,0,0,0,0,0,0,0,0,1,0,1
Computer Science,2.92,0,1,0,0,0,0,0,1,0,1,0,3,5,4,1,2,3,15,0.1875,0,3,5,14,1,4,4,4,0,0,1,0,0,0,1,-1,-1,1,0
Software Engineering,3.57,1,1,1,1,1,0,0,1,0,1,1,5,4,2,4,3,8,18,0.42105263157894735,4,7,9,13,4,7,5,4,0,0,1,0,1,0,1,0,0,2,-1
Computer Science,3.52,1,0,0,1,0,1,0,0,1,0,0,4,4,4,3,2,4,17,0.2222222222222222,3,8,12,16,1,4,4,0,0,1,0,0,0,1,-1,-1,2,-1,1
Computer Science,3.0,1,1,1,1,0,1,1,0,0,0,0,4,3,3,4,2,6,16,0.35294117647058826,3,8,11,14,2,6,5,2,0,1,0,0,0,1,0,-1,1,0,1
Data Science,3.68,1,1,0,1,1,1,1,0,0,0,1,4,2,5,2,5,7,18,0.3684210526315789,5,8,10,14,4,6,3,2,0,0,0,0,1,1,-1,0,1,1,0
Software Engineering,3.98,1,1,1,1,0,0,1,1,1,1,0,3,2,2,4,2,8,13,0.5714285714285714,2,5,7,8,3,9,8,6,1,0,1,1,0,0,2,-2,-1,2,0
Cybersecurity,2.76,1,0,0,1,1,0,0,0,0,0,0,3,3,5,4,3,3,18,0.15789473684210525,4,5,8,12,3,4,2,0,0,0,0,0,1,0,-1,1,1,0,-1
Data Science,3.5,1,1,0,1,1,1,0,0,0,1,0,3,4,3,2,5,6,17,0.3333333333333333,5,7,9,11,4,5,3,1,0,0,0,0,1,1,-1,0,1,0,0
Computer Science,2.9,0,1,1,0,1,0,1,1,0,1,0,1,4,1,5,1,6,12,0.46153846153846156,2,1,1,5,4,5,4,5,0,0,1,1,0,0,2,0,-2,2,-1
Software Engineering,2.84,1,0,0,0,1,1,0,0,1,0,0,1,1,5,1,1,4,9,0.4,4,3,6,7,3,1,3,-1,0,0,0,0,1,0,0,0,1,-1,0
Data Science,3.17,0,0,1,1,0,1,0,0,0,0,0,5,4,4,5,2,3,20,0.14285714285714285,2,9,12,19,0,3,2,0,0,1,0,0,0,1,-1,0,2,-1,1
Computer Science,3.81,1,0,1,1,1,0,1,0,1,1,0,3,1,3,1,1,7,9,0.7,4,5,6,7,5,8,5,4,1,0,1,1,1,0,1,0,-1,2,-1
Computer Science,3.26,0,0,0,1,1,1,1,0,1,0,0,1,5,3,3,3,5,15,0.3125,4,5,6,10,3,4,2,1,0,0,0,0,0,1,-1,0,1,0,0
Computer Science,3.38,1,1,1,1,0,1,0,0,0,0,1,3,5,1,2,3,6,14,0.4,3,7,11,12,1,5,5,1,0,1,0,0,0,1,0,-1,2,0,1
Computer Science,3.58,1,1,1,1,1,1,1,0,0,0,1,2,3,3,1,4,8,13,0.5714285714285714,5,6,8,9,4,6,4,2,0,0,0,0,1,1,0,0,1,1,0
Computer Science,3.41,1,1,1,1,1,1,1,0,1,0,1,1,1,2,4,3,9,11,0.75,5,5,7,4,4,6,6,2,0,0,0,0,1,1,1,-1,1,1,0
Software Engineering,3.53,0,0,1,0,1,1,0,0,0,1,1,2,3,2,2,5,5,14,0.3333333333333333,3,4,5,8,3,3,1,2,0,0,0,0,0,0,0,1,0,1,0
AI,2.9,0,1,0,0,0,0,0,1,0,1,1,3,4,4,5,1,4,17,0.2222222222222222,0,3,5,13,1,5,4,5,0,0,1,0,0,0,1,-1,-1,2,0
Computer Science,3.3,0,0,0,0,1,1,1,1,0,0,1,3,1,4,4,5,5,17,0.2777777777777778,3,5,6,11,3,3,0,3,0,0,0,0,0,0,-1,1,0,1,0
Software Engineering,3.21,0,0,0,1,0,1,0,0,0,1,0,4,2,4,5,3,3,18,0.15789473684210525,2,8,10,14,1,5,1,2,0,1,0,0,0,1,-2,0,1,0,1
